seed mass,whole plant height,leaf photosynthetic rate per leaf dry mass,leaf area per leaf dry mass,leaf nitrogen content per leaf dry mass,leaf phosphorus content per leaf dry mass,Species
0.24710526315789474,0.6166444444444444,NA,41.61966977272727,NA,NA,Veronica beccabunga
0.23856213157894737,0.2471875,NA,32.56957153306452,18.88988,NA,Veronica chamaedrys
NA,0.175,NA,35.925,NA,NA,Veronica filiformis
0.38,0.24722222222222223,NA,36.835300000000004,NA,NA,Veronica montana
0.541,0.5933191489361702,NA,51.2851454275,NA,NA,Veronica persica
0.054556,0.1638888888888889,NA,22.86134349142857,NA,NA,Veronica serpyllifolia
855.3375,0.6427,NA,27.254285714285714,NA,NA,Vicia faba
1.95,0.11,NA,25.8,NA,NA,Vicia lathyroides
3.61,NA,NA,NA,NA,NA,Vicia parviflora
NA,1.5,NA,NA,NA,NA,Vicia pisiformis
24.8787125,0.6966866666666667,NA,27.585087811858408,NA,NA,Vicia sativa
17.645,0.5166666666666666,NA,36.46871491421053,31.87,NA,Vicia sepium
4.2457142857142856,0.38437499999999997,NA,31.896496693333333,NA,NA,Vicia tetrasperma
19.4088,0.29333333333333333,NA,15.015369999999999,NA,NA,Vinca major
0.35183333333333333,0.196875,NA,24.32,NA,NA,Viola arvensis
3.1919999999999997,0.20500000000000002,NA,29.35,NA,NA,Viola odorata
1.185,0.155,NA,24.766666666666666,NA,NA,Viola riviniana
0.4265836666666667,0.251,NA,21.7510825,NA,NA,Vulpia bromoides
0.5772684736842105,0.375,0.007173876181818182,30.246385335974256,42.45889583333334,NA,Vulpia myuros
